50.0,100.0,150.0,200.0,250.0,300.0,350.0,400.0,450.0,500.0,550.0,600.0,650.0,700.0,750.0,800.0,850.0,900.0,950.0,1000.0,1050.0,1100.0,1150.0,1200.0,1250.0,1300.0,1350.0,1400.0,1450.0,1500.0,1550.0,1600.0,1650.0,1700.0,1750.0,1800.0,1850.0,1900.0,1950.0,2000.0,2050.0,2100.0,2150.0,2200.0,2250.0,2300.0,2350.0,2400.0,2450.0,2500.0,2550.0,2600.0,2650.0,2700.0,2750.0,2800.0,2850.0,2900.0,2950.0,3000.0,3050.0,3100.0,3150.0,3200.0,3250.0,3300.0,3350.0,3400.0,3450.0,3500.0,3550.0,3600.0,3650.0,3700.0,3750.0,3800.0,3850.0,3900.0,3950.0,4000.0,4050.0,4100.0,4150.0,4200.0,4250.0,4300.0,4350.0,4400.0,4450.0,4500.0,4550.0,4600.0,4650.0,4700.0,4750.0,4800.0,4850.0,4900.0,4950.0,5000.0
0.0
1.0000000000000001e-11
2.0000000000000002e-11
3.0e-11
4.0000000000000004e-11
5.000000000000001e-11
6.0e-11
7.000000000000002e-11
8.000000000000001e-11
9.0e-11
1.0000000000000002e-10
1.1000000000000002e-10
1.2e-10
1.3000000000000002e-10
1.4000000000000003e-10
1.5e-10
1.6000000000000002e-10
1.7000000000000003e-10
1.8e-10
1.9000000000000002e-10
2.0000000000000003e-10
2.1000000000000002e-10
2.2000000000000004e-10
2.3e-10
2.4e-10
2.5e-10
2.6000000000000003e-10
2.7000000000000005e-10
2.8000000000000007e-10
2.9000000000000003e-10
3.0e-10
3.1e-10
3.2000000000000003e-10
3.3000000000000005e-10
3.4000000000000007e-10
3.5000000000000003e-10
3.6e-10
3.7e-10
3.8000000000000003e-10
3.9000000000000005e-10
4.0000000000000007e-10
4.1000000000000003e-10
4.2000000000000005e-10
4.3000000000000007e-10
4.400000000000001e-10
4.5e-10
4.6e-10
4.7e-10
4.8e-10
4.900000000000001e-10
5.0e-10
5.1e-10
5.200000000000001e-10
5.3e-10
5.400000000000001e-10
5.500000000000001e-10
5.600000000000001e-10
5.700000000000001e-10
5.800000000000001e-10
5.899999999999999e-10
5.9e-10
6.0e-10
6.1e-10
6.199999999999999e-10
6.3e-10
6.4e-10
6.499999999999999e-10
6.6e-10
6.7e-10
6.799999999999999e-10
6.9e-10
7.0e-10
7.099999999999999e-10
7.2e-10
7.3e-10
7.399999999999999e-10
7.5e-10
7.6e-10
7.699999999999999e-10
7.8e-10
7.9e-10
7.999999999999999e-10
8.1e-10
8.2e-10
8.299999999999999e-10
8.4e-10
8.5e-10
8.599999999999999e-10
8.7e-10
8.8e-10
8.899999999999999e-10
9.0e-10
9.1e-10
9.199999999999999e-10
9.3e-10
9.399999999999999e-10
9.5e-10
9.6e-10
9.7e-10
9.8e-10
9.999999999999999e-10
1.02e-9
1.04e-9
1.0599999999999999e-9
1.08e-9
1.1e-9
1.1199999999999999e-9
1.14e-9
1.16e-9
1.1799999999999999e-9
1.2e-9
1.22e-9
1.2399999999999999e-9
1.2599999999999998e-9
1.28e-9
1.2999999999999999e-9
1.32e-9
1.34e-9
1.3599999999999999e-9
1.3799999999999998e-9
1.4e-9
1.4199999999999999e-9
1.44e-9
1.46e-9
1.4799999999999999e-9
1.4999999999999998e-9
1.52e-9
1.5399999999999999e-9
1.56e-9
1.58e-9
1.5999999999999999e-9
1.6199999999999998e-9
1.64e-9
1.6599999999999999e-9
1.68e-9
1.7e-9
1.7199999999999999e-9
1.7399999999999998e-9
1.76e-9
1.7799999999999999e-9
1.8e-9
1.82e-9
1.8399999999999998e-9
1.8599999999999998e-9
1.88e-9
1.8999999999999996e-9
1.92e-9
1.94e-9
1.96e-9
