6283185.307179586	377.8523489932886	2	1	0.0	2
6283185.307179586	377.8523489932886	2	2	0.0	2
6283185.307179586	377.8523489932886	2	1	1.342281879194631e-11	2
6283185.307179586	377.8523489932886	2	2	1.342281879194631e-11	2
6283185.307179586	377.8523489932886	2	1	2.684563758389262e-11	2
6283185.307179586	377.8523489932886	2	2	2.684563758389262e-11	2
6283185.307179586	377.8523489932886	2	1	4.026845637583893e-11	2
6283185.307179586	377.8523489932886	2	2	4.026845637583893e-11	2
6283185.307179586	377.8523489932886	2	1	5.369127516778524e-11	2
6283185.307179586	377.8523489932886	2	2	5.369127516778524e-11	2
6283185.307179586	377.8523489932886	2	1	6.711409395973155e-11	2
6283185.307179586	377.8523489932886	2	2	6.711409395973155e-11	3
6283185.307179586	377.8523489932886	2	1	8.053691275167786e-11	2
6283185.307179586	377.8523489932886	2	2	8.053691275167786e-11	2
6283185.307179586	377.8523489932886	2	1	9.395973154362417e-11	0
6283185.307179586	377.8523489932886	2	2	9.395973154362417e-11	2
6283185.307179586	377.8523489932886	2	1	1.0738255033557048e-10	0
6283185.307179586	377.8523489932886	2	2	1.0738255033557048e-10	2
6283185.307179586	377.8523489932886	2	1	1.208053691275168e-10	0
6283185.307179586	377.8523489932886	2	2	1.208053691275168e-10	2
6283185.307179586	377.8523489932886	2	1	1.342281879194631e-10	0
6283185.307179586	377.8523489932886	2	2	1.342281879194631e-10	2
6283185.307179586	377.8523489932886	2	1	1.4765100671140942e-10	0
6283185.307179586	377.8523489932886	2	2	1.4765100671140942e-10	2
6283185.307179586	377.8523489932886	2	1	1.610738255033557e-10	0
6283185.307179586	377.8523489932886	2	2	1.610738255033557e-10	2
6283185.307179586	377.8523489932886	2	1	1.7449664429530202e-10	0
6283185.307179586	377.8523489932886	2	2	1.7449664429530202e-10	2
6283185.307179586	377.8523489932886	2	1	1.8791946308724834e-10	0
6283185.307179586	377.8523489932886	2	2	1.8791946308724834e-10	2
6283185.307179586	377.8523489932886	2	1	2.0134228187919465e-10	0
